Category,cleaned_resume
Hadoop,operating systems linux ubuntu windows 2007 08 tools tableau svn beyond compare education details january 2016 bachelors engineering engineering gujarat technological university systems engineer hadoop developer systems engineer hadoop developer tata consultancy services skill details hadoop spark sqoop hive flume pig exprience 24 monthscompany details company tata consultancy services description roles responsibility working american pharmaceutical company one world premier biopharmaceutical develops produces medicines va ines wide range medical disciplines including immunology oncology cardiology endocrinology neurology handle large amount united healthcare data big data analytics used data possible data sources like records patients old new records medicines treatment pathways patient journey health outcomes patient finder rare disease patient finder etc gathered stored processed one place worked cluster specs cluster architecture fully distributed package used cdh3 cluster capacity 20 tb nodes 10 data nodes 3 masters nfs backup nn developed proof concepts enterprise adoption hadoop used sparkapi cloudera hadoop yarn perform analytics healthcare data cloudera distribution responsible cluster maintenance adding removing cluster nodes cluster monitoring trouble shooting manage review data backups reviewing hadoop log files imported exported large data sets data hdfs vice versa using sqoop involved developing pig scripts hive reports worked hive partition bucketing concepts created hive external internal tables hive partition monitoring hadoop scripts take input hdfs load data hive developed spark scripts using scala shell commands per requirement worked data frames sql data sets rdd mapreduce spark optimizing existing algorithms hadoop using sparkcontext spark sql data frames rdd collaborated infrastructure network database application bi ensure data quality availability developed reports using tableau exported data hdfs hive using sqoop used orc parquet file formats serialization data snappy compression data achievements appreciation showing articulate leadership qualities work team completed internal certification tcs certified hadoop developer ongoing learning preparing scheduled cloudera certified spark developer cca 175
Hadoop,areas expertise big data ecosystems hadoop hdfs mapreduce hive pig sqoop hbase oozie spark pyspark hue knowledge cassandra programming languages python core java idea scala databases oracle 10g mysql sqlserver nosql hbase cassandra tools eclipse toad ftp tectia putty autosys anaconda jupyter notebool devops c rlm scripting languages jsp platforms windows unixeducation details tech dbs b tech cse srm university software engineer software engineer larsen toubro skill details company details company larsen toubro description worked software engineer technosoft corporation chennai aug 2015 sep 2016 company current project description duration september 2016 till date vendor citi bank description citibank citi anti money laundering aml transaction monitoring tm program future state solution rules based system transaction monitoring icg markets business roles responesbilities building providing domain knowledge anti money laundering among team members layered architecture data warehouse workspace layers used business analysts actively involved designing star schema model involving various dimensions fact tables designed scd2 maintaining history dim data developing hive queries mapping data different layers architecture usage oozie workflows integration data quality reconciliation module regression integration testing solution issues integration modules effectively testing data flow layer layer transaction monitoring system development generate alerts suspicious fraudulent transactions based requirements provide bas developing spark jobs various business rules learning machine learning used project developing effective model fraud detection anti money laundering system scheduling jobs using autosys tool deployment code management using c rlm release lifecycle management hadoop developer current project p ran environment hadoop 2 x hdfs yarn hive sqoop hbase tez tableau sqlserver teradata cluster size 96 node cluster distribution horton works hdp2 3 company alcatel lucent description 1x ruckus wireless description scope project maintain store operational parameters data collected multiple vendors networks mediation team oms data store make available rf engineers boost network performance responsibilities working hadoop distributed file system involved importing data mysql hdfs using sqoop involved creating hive tables loading data writing hive queries run top tez execution engine involved preparing test cases document involved integrating hive hbase store operational data monitoring jobs oozie company current project description anti money laundering environment hadoop 2 x hdfs yarn hive oozie spark unix autosys python c rlm etl framwe work cluster size 56 node cluster distribution cloudera 5 9 14
Hadoop,technical skill set programming languages apache hadoop python shell scripting sql technologies hive pig sqoop flume oozie impala hdfs tools dataiku unravel cloudera putty hue cloudera manager eclipse resource manager initial learning program tata consultancy services june 2015 august 2015 description learning program conducted tcs newly joined employees omplish learn working standard organization period employee groomed various technical well ethical aspects education details b e electronics communication indore madhya pradesh medi caps institute technology management hadoop developer hadoop hive sqoop flume pig mapreduce python impala spark scala sql unix skill details apache hadoop sqoop exprience 31 months hadoop exprience 31 months hadoop exprience 31 months hive exprience 31 months sqoop exprience 31 months python exprience less 1 year months hdfs exprience less 1 year months unix exprience less 1 year months impala exprience less 1 year months pig exprience less 1 year months unravel exprience less 1 year months mapreduce exprience less 1 year months dataiku exprience less 1 year monthscompany details company tata consultancy services description project description data warehouse division multiple products injecting storing analysing presenting data data lake program started provide multi talent secure data hub store application data hadoop platform strong data governance lineage auditing monitoring capabilities object project provide necessary engineering support analytics application teams focus business logic development project major task set hadoop cluster govern activities required smooth functioning various hadoop ecosystems day day data increasing provide stability ecosystem smooth working developing automating various requirement specific utilities responsibility 1 developed proactive health check utility data lake utility proactively checks smooth functioning hadoop components cluster sends result email html format utility used daily health checks well upgrades 2 getting data different formats processing data hadoop ecosystem filtering data using appropriate techniques 3 developed data pipeline utility ingest data rdbms database hive external tables using sqoop commands utility also offers data quality check like row count validation 4 developed automated various cluster health check usage capacity related reports using unix shell scripting 5 optimization hive queries order increase performance minimize hadoop resource utilizations 6 creating flume agents process data hadoop ecosystem side 7 performed benchmark testing hive queries impala queries 8 involved setting cluster components like edge node ha implementation services hive server2 impala hdfs 9 filtering required data available data using different technologies like pig regex serde etc 10 dataiku benchmark testing top impala hive compare greenplum database 11 moving data greenplum database hadoop side help sqoop pipeline process data hadoop side storing data hive tables performance testing 12 dealing hadoop ecosystem related issues order provide stability wm hadoop ecosystem 13 rescheduling job autosys job hosting tws job hosting better performance declaration hereby declare mentioned information authentic best knowledge company tata consultancy services description clients 1 barclays 2 union bank california ubc 3 morgan stanley ms key projects handled project name absa reconciliations ubc wmdatalake coe company tata consultancy services description project description migration data rdbms database hive hadoop ecosystem hadoop platform ability strong data governance lineage auditing monitoring capabilities objective project speed data processing analysis decision making become easy due rdbms limitations process waste amount data produce results earliest client wanted move data hadoop ecosystem come limitations focus business improvement responsibility 1 optimising sql queries data required move rdbms platform 2 writing hive queries logic move data rdbms hadoop ecosystem 3 writing hive queries analyse required data per business requirements 4 optimization hive queries order increase performance minimize hadoop resource utilizations 5 writing sqoop commands scripts move data rdbms hadoop side company tata consultancy services description project description create recs migrating static setup reconciliations 8 1 version 9 1 version environment intellimatch responsibility 1 worked extracting business requirements analyzing implementing developing recs 2 worked migrating static setup reconciliations 8 1 version 9 1 version environment intellimatch 3 done back end work things related writing sql queries provide data new recs project name pso
Hadoop,technical skills programming languages c c java net j2ee html5 css mapreduce scripting languages javascript python databases oracle pl sql sql ibm db2 tools ibm rational rose r weka operating systems windows xp vista unix windows 7 red hat 7education details january 2015 b e pimpri chinchwad maharashtra pimpri chinchwad college engineering january 2012 diploma msbte dnyanganaga polytechnic c new english school takali hadoop big data developer hadoop big data developer british telecom skill details apache hadoop mapreduce exprience 37 months mapreduce exprience 37 months mapreduce exprience 37 months java exprience 32 months net exprience 6 monthscompany details company british telecom description project british telecom project uk responsibilities working hdfs mapreduce hive spark scala sqoop kerberos etc technologies implemented various data mining algorithms spark like k means clustering random forest na bayes etc knowledge installing configuring maintaining securing hadoop company dxc technology description hpe legacy bangalore worked hadoop java programming worked azure aws emr services worked hdinsight hadoop cluster design develop document architect hadoop applications develop mapreduce coding works seamlessly hadoop clusters analyzing processing large data sets hdfs analytical bent mind ability learn unlearn relearn surely comes handy
Hadoop,technical skill set big data ecosystems hadoop hdfs hbase map reduce sqoop hive pig spark core flume language scala core java sql plsql sell scripting etl tools informatica power center8 x 9 6 talend 5 6 tools eclipse intellij idea platforms windows family linux unix cloudera databases mysql oracle 10 11geducation details c pune maharashtra pune university hodoop developer hodoop developer prgx india private limited pune skill details company details company prgx india private limited pune description team size 10 environment hive spark sqoop scala flume project description bank wanted help customers avail different products bank analyzing expenditure behavior customers spending ranges online shopping medical expenses hospitals cash transactions debit card usage etc behavior allows bank create analytical report based bank used display product offers customer portal built using java portal allows customers login see transactions make day day basis analytics also help customers plan budgets budget watch financial forecast applications embedded portal portal used hadoop framework analyes data per rules regulations placed regulators respective countries offers interest rates also complied regulations processing done using hadoop framework big data analytics system role responsibilities import data legacy system hadoop using sqoop flume implement business logic analyses data per process data using spark create hive script loading data hive sourcing various attributes data processing logic retrieve correct results project 2 company prgx india private limited pune description company prgx india private limited pune description team size 11 environment hadoop hdfs hive sqoop mysql map reduce project description purpose project store terabytes information web application extract meaningful information solution based open source w hadoop data stored hadoop file system processed using map reduce jobs trun includes getting raw html data micro websites process html obtain product user information extract various reports vistor tracking information export information processing role responsibilities move crawl data flat files generated various micro sites hdfs processing sqoop implementation interaction database write map reduce scripts process data file create hive tables store processed data tabular formats reports creation hive data project 3 company prgx india private limited pune description team size 15 environment informatica 9 5 oracle11g unix project description pfizer inc american global pharmaceutical corporation headquartered new york city main objective project build development data repository pfizer inc downstream application like etrack tsp database sadms gfs gdo sql request oltp system directly due performance oltp system goes slows created development data repository replace entire sql request directly oltp system ddr process extracts clinical pre clinical study product subject sites related information upstream applications like epecs cdss rcm prc e clinical edh applying business logic put ddr core tables snapshot dimensional layer created used reporting application role responsibilities understand analyze requirement documents resolve queries design informatica mappings using various basic transformations like filter router source qualifier lookup etc advance transformations like aggregators joiner sorters perform cross unit integration testing mappings developed within team reporting bugs bug fixing create workflow batches set session dependencies implemented change data capture using mapping parameters scd sk generation developed mapplet reusable transformations populate data data warehouse created sessions worklets using workflow manager load data target database involved unit case testing utc performing unit testing uat scd type1 type2 fact load cdc implementation personal scan address jijayi heights flat 118 narhe police chowki pune 411041
Hadoop,education details hadoop developer hadoop developer infosys skill details company details company infosys description project description banking information stored data different data ware house systems department becomes difficult organization manage data perform analytics past data combined single global repository hadoop analysis responsibilities analyze banking rates data set create specification document provide effort estimation develop spark scala spark sql programs using eclipse ide windows linux environment create kpi test scenarios test cases test result document test scala programs linux spark standalone mode setup multi cluster aws deploy spark scala programs provided solution using hadoop ecosystem hdfs mapreduce pig hive hbase zookeeper provided solution using large scale server side systems distributed processing algorithms created reports bi team using sqoop export data hdfs hive provided solution supporting assisting troubleshooting optimization mapreduce jobs pig latin scripts deep understanding hadoop design principles cluster connectivity security factors affect system performance worked importing exporting data different databases like oracle teradata hdfs hive using sqoop tpt connect direct import export data rdbms hdfs hbase wrote script placed client side data moved hdfs stored temporary file start loading hive tables developed sqoop scripts order make interaction pig mysql database involved developing hive reports partitions hive tables created maintained technical documentation launching hadoop clusters executing hive queries pig scripts involved running hadoop jobs processing millions records text data environment java hadoop hdfs map reduce pig hive sqoop flume oozie hbase spark scala linux nosql storm tomcat putty svn github ibm websphere v8 5 project telecommunications hadoop developer description identify customers likely churn 360 degree view customer created different heterogeneous data sources data brought data lake hdfs different sources analyzed using different hadoop tools like pig hive responsibilities installed configured apache hadoop tools like hive pig hbase sqoop application development unit testing wrote mapreduce jobs discover trends data usage users involved database connection using sqoop involved creating hive tables loading data writing hive queries using hiveql involved partitioning joining hive tables hive query optimization experienced sql db migration hdfs used nosql hbase faster performance maintains data de normalized way oltp data collected distributed sources avro models applied transformations standardizations loaded hbase data processing experienced defining job flows used oozie orchestrate workflow implemented fair schedulers job tracker share resources cluster map reduce jobs given users exported analyzed data relational databases using hive visualization generate reports bi team environment hadoop hive linux mapreduce hdfs hive python pig sqoop cloudera shell scripting java jdk 1 6 java 6 oracle 10g pl sql sql plus
Hadoop,skill set hadoop map reduce hdfs hive sqoop java duration 2016 2017 role hadoop developer rplus offers quick simple powerful cloud based solution demand sense urately predict demand product markets combines enterprise external data predict demand urately uses social conversation sentiments derive demand identifies significant drivers sale hordes factors selects best suited model multiple forecasting models product responsibilities involved deploying product customers gathering requirements algorithm optimization backend product load transform large datasets structured semi structured responsible manage data coming different sources application supported map reduce programs running cluster involved creating hive tables loading data writing hive queries run internally map reduce way education details hadoop developer hadoop developer braindatawire skill details apache hadoop hdfs exprience 49 months apache hadoop sqoop exprience 49 months hadoop exprience 49 months hadoop exprience 49 months hadoop distributed file system exprience 49 monthscompany details company braindatawire description technical skills programming core java map reduce scala hadoop tools hdfs spark map reduce sqoop hive hbase database mysql oracle scripting shell scripting ide eclipse operating systems linux centos windows source control git github
Hadoop,operating systems linux ubuntu windows 2007 08 tools tableau svn beyond compare education details january 2016 bachelors engineering engineering gujarat technological university systems engineer hadoop developer systems engineer hadoop developer tata consultancy services skill details hadoop spark sqoop hive flume pig exprience 24 monthscompany details company tata consultancy services description roles responsibility working american pharmaceutical company one world premier biopharmaceutical develops produces medicines va ines wide range medical disciplines including immunology oncology cardiology endocrinology neurology handle large amount united healthcare data big data analytics used data possible data sources like records patients old new records medicines treatment pathways patient journey health outcomes patient finder rare disease patient finder etc gathered stored processed one place worked cluster specs cluster architecture fully distributed package used cdh3 cluster capacity 20 tb nodes 10 data nodes 3 masters nfs backup nn developed proof concepts enterprise adoption hadoop used sparkapi cloudera hadoop yarn perform analytics healthcare data cloudera distribution responsible cluster maintenance adding removing cluster nodes cluster monitoring trouble shooting manage review data backups reviewing hadoop log files imported exported large data sets data hdfs vice versa using sqoop involved developing pig scripts hive reports worked hive partition bucketing concepts created hive external internal tables hive partition monitoring hadoop scripts take input hdfs load data hive developed spark scripts using scala shell commands per requirement worked data frames sql data sets rdd mapreduce spark optimizing existing algorithms hadoop using sparkcontext spark sql data frames rdd collaborated infrastructure network database application bi ensure data quality availability developed reports using tableau exported data hdfs hive using sqoop used orc parquet file formats serialization data snappy compression data achievements appreciation showing articulate leadership qualities work team completed internal certification tcs certified hadoop developer ongoing learning preparing scheduled cloudera certified spark developer cca 175
Hadoop,areas expertise big data ecosystems hadoop hdfs mapreduce hive pig sqoop hbase oozie spark pyspark hue knowledge cassandra programming languages python core java idea scala databases oracle 10g mysql sqlserver nosql hbase cassandra tools eclipse toad ftp tectia putty autosys anaconda jupyter notebool devops c rlm scripting languages jsp platforms windows unixeducation details tech dbs b tech cse srm university software engineer software engineer larsen toubro skill details company details company larsen toubro description worked software engineer technosoft corporation chennai aug 2015 sep 2016 company current project description duration september 2016 till date vendor citi bank description citibank citi anti money laundering aml transaction monitoring tm program future state solution rules based system transaction monitoring icg markets business roles responesbilities building providing domain knowledge anti money laundering among team members layered architecture data warehouse workspace layers used business analysts actively involved designing star schema model involving various dimensions fact tables designed scd2 maintaining history dim data developing hive queries mapping data different layers architecture usage oozie workflows integration data quality reconciliation module regression integration testing solution issues integration modules effectively testing data flow layer layer transaction monitoring system development generate alerts suspicious fraudulent transactions based requirements provide bas developing spark jobs various business rules learning machine learning used project developing effective model fraud detection anti money laundering system scheduling jobs using autosys tool deployment code management using c rlm release lifecycle management hadoop developer current project p ran environment hadoop 2 x hdfs yarn hive sqoop hbase tez tableau sqlserver teradata cluster size 96 node cluster distribution horton works hdp2 3 company alcatel lucent description 1x ruckus wireless description scope project maintain store operational parameters data collected multiple vendors networks mediation team oms data store make available rf engineers boost network performance responsibilities working hadoop distributed file system involved importing data mysql hdfs using sqoop involved creating hive tables loading data writing hive queries run top tez execution engine involved preparing test cases document involved integrating hive hbase store operational data monitoring jobs oozie company current project description anti money laundering environment hadoop 2 x hdfs yarn hive oozie spark unix autosys python c rlm etl framwe work cluster size 56 node cluster distribution cloudera 5 9 14
Hadoop,technical skill set programming languages apache hadoop python shell scripting sql technologies hive pig sqoop flume oozie impala hdfs tools dataiku unravel cloudera putty hue cloudera manager eclipse resource manager initial learning program tata consultancy services june 2015 august 2015 description learning program conducted tcs newly joined employees omplish learn working standard organization period employee groomed various technical well ethical aspects education details b e electronics communication indore madhya pradesh medi caps institute technology management hadoop developer hadoop hive sqoop flume pig mapreduce python impala spark scala sql unix skill details apache hadoop sqoop exprience 31 months hadoop exprience 31 months hadoop exprience 31 months hive exprience 31 months sqoop exprience 31 months python exprience less 1 year months hdfs exprience less 1 year months unix exprience less 1 year months impala exprience less 1 year months pig exprience less 1 year months unravel exprience less 1 year months mapreduce exprience less 1 year months dataiku exprience less 1 year monthscompany details company tata consultancy services description project description data warehouse division multiple products injecting storing analysing presenting data data lake program started provide multi talent secure data hub store application data hadoop platform strong data governance lineage auditing monitoring capabilities object project provide necessary engineering support analytics application teams focus business logic development project major task set hadoop cluster govern activities required smooth functioning various hadoop ecosystems day day data increasing provide stability ecosystem smooth working developing automating various requirement specific utilities responsibility 1 developed proactive health check utility data lake utility proactively checks smooth functioning hadoop components cluster sends result email html format utility used daily health checks well upgrades 2 getting data different formats processing data hadoop ecosystem filtering data using appropriate techniques 3 developed data pipeline utility ingest data rdbms database hive external tables using sqoop commands utility also offers data quality check like row count validation 4 developed automated various cluster health check usage capacity related reports using unix shell scripting 5 optimization hive queries order increase performance minimize hadoop resource utilizations 6 creating flume agents process data hadoop ecosystem side 7 performed benchmark testing hive queries impala queries 8 involved setting cluster components like edge node ha implementation services hive server2 impala hdfs 9 filtering required data available data using different technologies like pig regex serde etc 10 dataiku benchmark testing top impala hive compare greenplum database 11 moving data greenplum database hadoop side help sqoop pipeline process data hadoop side storing data hive tables performance testing 12 dealing hadoop ecosystem related issues order provide stability wm hadoop ecosystem 13 rescheduling job autosys job hosting tws job hosting better performance declaration hereby declare mentioned information authentic best knowledge company tata consultancy services description clients 1 barclays 2 union bank california ubc 3 morgan stanley ms key projects handled project name absa reconciliations ubc wmdatalake coe company tata consultancy services description project description migration data rdbms database hive hadoop ecosystem hadoop platform ability strong data governance lineage auditing monitoring capabilities objective project speed data processing analysis decision making become easy due rdbms limitations process waste amount data produce results earliest client wanted move data hadoop ecosystem come limitations focus business improvement responsibility 1 optimising sql queries data required move rdbms platform 2 writing hive queries logic move data rdbms hadoop ecosystem 3 writing hive queries analyse required data per business requirements 4 optimization hive queries order increase performance minimize hadoop resource utilizations 5 writing sqoop commands scripts move data rdbms hadoop side company tata consultancy services description project description create recs migrating static setup reconciliations 8 1 version 9 1 version environment intellimatch responsibility 1 worked extracting business requirements analyzing implementing developing recs 2 worked migrating static setup reconciliations 8 1 version 9 1 version environment intellimatch 3 done back end work things related writing sql queries provide data new recs project name pso
Hadoop,technical skills programming languages c c java net j2ee html5 css mapreduce scripting languages javascript python databases oracle pl sql sql ibm db2 tools ibm rational rose r weka operating systems windows xp vista unix windows 7 red hat 7education details january 2015 b e pimpri chinchwad maharashtra pimpri chinchwad college engineering january 2012 diploma msbte dnyanganaga polytechnic c new english school takali hadoop big data developer hadoop big data developer british telecom skill details apache hadoop mapreduce exprience 37 months mapreduce exprience 37 months mapreduce exprience 37 months java exprience 32 months net exprience 6 monthscompany details company british telecom description project british telecom project uk responsibilities working hdfs mapreduce hive spark scala sqoop kerberos etc technologies implemented various data mining algorithms spark like k means clustering random forest na bayes etc knowledge installing configuring maintaining securing hadoop company dxc technology description hpe legacy bangalore worked hadoop java programming worked azure aws emr services worked hdinsight hadoop cluster design develop document architect hadoop applications develop mapreduce coding works seamlessly hadoop clusters analyzing processing large data sets hdfs analytical bent mind ability learn unlearn relearn surely comes handy
Hadoop,technical skill set big data ecosystems hadoop hdfs hbase map reduce sqoop hive pig spark core flume language scala core java sql plsql sell scripting etl tools informatica power center8 x 9 6 talend 5 6 tools eclipse intellij idea platforms windows family linux unix cloudera databases mysql oracle 10 11geducation details c pune maharashtra pune university hodoop developer hodoop developer prgx india private limited pune skill details company details company prgx india private limited pune description team size 10 environment hive spark sqoop scala flume project description bank wanted help customers avail different products bank analyzing expenditure behavior customers spending ranges online shopping medical expenses hospitals cash transactions debit card usage etc behavior allows bank create analytical report based bank used display product offers customer portal built using java portal allows customers login see transactions make day day basis analytics also help customers plan budgets budget watch financial forecast applications embedded portal portal used hadoop framework analyes data per rules regulations placed regulators respective countries offers interest rates also complied regulations processing done using hadoop framework big data analytics system role responsibilities import data legacy system hadoop using sqoop flume implement business logic analyses data per process data using spark create hive script loading data hive sourcing various attributes data processing logic retrieve correct results project 2 company prgx india private limited pune description company prgx india private limited pune description team size 11 environment hadoop hdfs hive sqoop mysql map reduce project description purpose project store terabytes information web application extract meaningful information solution based open source w hadoop data stored hadoop file system processed using map reduce jobs trun includes getting raw html data micro websites process html obtain product user information extract various reports vistor tracking information export information processing role responsibilities move crawl data flat files generated various micro sites hdfs processing sqoop implementation interaction database write map reduce scripts process data file create hive tables store processed data tabular formats reports creation hive data project 3 company prgx india private limited pune description team size 15 environment informatica 9 5 oracle11g unix project description pfizer inc american global pharmaceutical corporation headquartered new york city main objective project build development data repository pfizer inc downstream application like etrack tsp database sadms gfs gdo sql request oltp system directly due performance oltp system goes slows created development data repository replace entire sql request directly oltp system ddr process extracts clinical pre clinical study product subject sites related information upstream applications like epecs cdss rcm prc e clinical edh applying business logic put ddr core tables snapshot dimensional layer created used reporting application role responsibilities understand analyze requirement documents resolve queries design informatica mappings using various basic transformations like filter router source qualifier lookup etc advance transformations like aggregators joiner sorters perform cross unit integration testing mappings developed within team reporting bugs bug fixing create workflow batches set session dependencies implemented change data capture using mapping parameters scd sk generation developed mapplet reusable transformations populate data data warehouse created sessions worklets using workflow manager load data target database involved unit case testing utc performing unit testing uat scd type1 type2 fact load cdc implementation personal scan address jijayi heights flat 118 narhe police chowki pune 411041
Hadoop,education details hadoop developer hadoop developer infosys skill details company details company infosys description project description banking information stored data different data ware house systems department becomes difficult organization manage data perform analytics past data combined single global repository hadoop analysis responsibilities analyze banking rates data set create specification document provide effort estimation develop spark scala spark sql programs using eclipse ide windows linux environment create kpi test scenarios test cases test result document test scala programs linux spark standalone mode setup multi cluster aws deploy spark scala programs provided solution using hadoop ecosystem hdfs mapreduce pig hive hbase zookeeper provided solution using large scale server side systems distributed processing algorithms created reports bi team using sqoop export data hdfs hive provided solution supporting assisting troubleshooting optimization mapreduce jobs pig latin scripts deep understanding hadoop design principles cluster connectivity security factors affect system performance worked importing exporting data different databases like oracle teradata hdfs hive using sqoop tpt connect direct import export data rdbms hdfs hbase wrote script placed client side data moved hdfs stored temporary file start loading hive tables developed sqoop scripts order make interaction pig mysql database involved developing hive reports partitions hive tables created maintained technical documentation launching hadoop clusters executing hive queries pig scripts involved running hadoop jobs processing millions records text data environment java hadoop hdfs map reduce pig hive sqoop flume oozie hbase spark scala linux nosql storm tomcat putty svn github ibm websphere v8 5 project telecommunications hadoop developer description identify customers likely churn 360 degree view customer created different heterogeneous data sources data brought data lake hdfs different sources analyzed using different hadoop tools like pig hive responsibilities installed configured apache hadoop tools like hive pig hbase sqoop application development unit testing wrote mapreduce jobs discover trends data usage users involved database connection using sqoop involved creating hive tables loading data writing hive queries using hiveql involved partitioning joining hive tables hive query optimization experienced sql db migration hdfs used nosql hbase faster performance maintains data de normalized way oltp data collected distributed sources avro models applied transformations standardizations loaded hbase data processing experienced defining job flows used oozie orchestrate workflow implemented fair schedulers job tracker share resources cluster map reduce jobs given users exported analyzed data relational databases using hive visualization generate reports bi team environment hadoop hive linux mapreduce hdfs hive python pig sqoop cloudera shell scripting java jdk 1 6 java 6 oracle 10g pl sql sql plus
Hadoop,skill set hadoop map reduce hdfs hive sqoop java duration 2016 2017 role hadoop developer rplus offers quick simple powerful cloud based solution demand sense urately predict demand product markets combines enterprise external data predict demand urately uses social conversation sentiments derive demand identifies significant drivers sale hordes factors selects best suited model multiple forecasting models product responsibilities involved deploying product customers gathering requirements algorithm optimization backend product load transform large datasets structured semi structured responsible manage data coming different sources application supported map reduce programs running cluster involved creating hive tables loading data writing hive queries run internally map reduce way education details hadoop developer hadoop developer braindatawire skill details apache hadoop hdfs exprience 49 months apache hadoop sqoop exprience 49 months hadoop exprience 49 months hadoop exprience 49 months hadoop distributed file system exprience 49 monthscompany details company braindatawire description technical skills programming core java map reduce scala hadoop tools hdfs spark map reduce sqoop hive hbase database mysql oracle scripting shell scripting ide eclipse operating systems linux centos windows source control git github
Hadoop,operating systems linux ubuntu windows 2007 08 tools tableau svn beyond compare education details january 2016 bachelors engineering engineering gujarat technological university systems engineer hadoop developer systems engineer hadoop developer tata consultancy services skill details hadoop spark sqoop hive flume pig exprience 24 monthscompany details company tata consultancy services description roles responsibility working american pharmaceutical company one world premier biopharmaceutical develops produces medicines va ines wide range medical disciplines including immunology oncology cardiology endocrinology neurology handle large amount united healthcare data big data analytics used data possible data sources like records patients old new records medicines treatment pathways patient journey health outcomes patient finder rare disease patient finder etc gathered stored processed one place worked cluster specs cluster architecture fully distributed package used cdh3 cluster capacity 20 tb nodes 10 data nodes 3 masters nfs backup nn developed proof concepts enterprise adoption hadoop used sparkapi cloudera hadoop yarn perform analytics healthcare data cloudera distribution responsible cluster maintenance adding removing cluster nodes cluster monitoring trouble shooting manage review data backups reviewing hadoop log files imported exported large data sets data hdfs vice versa using sqoop involved developing pig scripts hive reports worked hive partition bucketing concepts created hive external internal tables hive partition monitoring hadoop scripts take input hdfs load data hive developed spark scripts using scala shell commands per requirement worked data frames sql data sets rdd mapreduce spark optimizing existing algorithms hadoop using sparkcontext spark sql data frames rdd collaborated infrastructure network database application bi ensure data quality availability developed reports using tableau exported data hdfs hive using sqoop used orc parquet file formats serialization data snappy compression data achievements appreciation showing articulate leadership qualities work team completed internal certification tcs certified hadoop developer ongoing learning preparing scheduled cloudera certified spark developer cca 175
Hadoop,areas expertise big data ecosystems hadoop hdfs mapreduce hive pig sqoop hbase oozie spark pyspark hue knowledge cassandra programming languages python core java idea scala databases oracle 10g mysql sqlserver nosql hbase cassandra tools eclipse toad ftp tectia putty autosys anaconda jupyter notebool devops c rlm scripting languages jsp platforms windows unixeducation details tech dbs b tech cse srm university software engineer software engineer larsen toubro skill details company details company larsen toubro description worked software engineer technosoft corporation chennai aug 2015 sep 2016 company current project description duration september 2016 till date vendor citi bank description citibank citi anti money laundering aml transaction monitoring tm program future state solution rules based system transaction monitoring icg markets business roles responesbilities building providing domain knowledge anti money laundering among team members layered architecture data warehouse workspace layers used business analysts actively involved designing star schema model involving various dimensions fact tables designed scd2 maintaining history dim data developing hive queries mapping data different layers architecture usage oozie workflows integration data quality reconciliation module regression integration testing solution issues integration modules effectively testing data flow layer layer transaction monitoring system development generate alerts suspicious fraudulent transactions based requirements provide bas developing spark jobs various business rules learning machine learning used project developing effective model fraud detection anti money laundering system scheduling jobs using autosys tool deployment code management using c rlm release lifecycle management hadoop developer current project p ran environment hadoop 2 x hdfs yarn hive sqoop hbase tez tableau sqlserver teradata cluster size 96 node cluster distribution horton works hdp2 3 company alcatel lucent description 1x ruckus wireless description scope project maintain store operational parameters data collected multiple vendors networks mediation team oms data store make available rf engineers boost network performance responsibilities working hadoop distributed file system involved importing data mysql hdfs using sqoop involved creating hive tables loading data writing hive queries run top tez execution engine involved preparing test cases document involved integrating hive hbase store operational data monitoring jobs oozie company current project description anti money laundering environment hadoop 2 x hdfs yarn hive oozie spark unix autosys python c rlm etl framwe work cluster size 56 node cluster distribution cloudera 5 9 14
